Source (A)	Source (B)	Source (C)	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	affect	posemo	negemo	anx	anger	sad	cogproc	insight	cause	discrep	tentat	certain	differ	see	hear	feel	drives	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
Aussie Olympic hero  Cameron McEvoy will be at McDonald’s Cavill III from 1.30pm – 2.30pm today in support of McHappy Day!	LER	photo	22	98.22	50.00	31.94	99.00	22.00	22.73	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55
They look real serious but they are fun at heart! Meet the 36ers basketball team at McDonald’s Frewville  Cross Roads  Collinswood  West Beach from 11.30am – 2pm today to support McHappy Day!	LER	photo	32	92.84	82.58	55.79	81.93	16.00	21.88	9.38	6.25	3.12	0.00	0.00	0.00	3.12	0.00	0.00	0.00	0.00	0.00	3.12	3.12	0.00	0.00	6.25	6.25	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25
The lovely Sarah De Bono Music from The Voice Australia will be at McDonald’s Parramatta North from 12pm – 2pm today to support McHappy Day. It's also the final chance for you to create a virtual Helping Hand with Amex donating $1 to RMHC on your behalf by clicking: http://apps.facebook.com/mchappydayau	LER	status	54	98.75	86.68	4.97	99.00	27.00	20.37	7.41	7.41	0.00	0.00	0.00	0.00	3.70	0.00	1.85	0.00	1.85	0.00	0.00	0.00	5.56	1.85	3.70	1.85	1.85	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00
It’s grand final week of The X Factor - Australia. Get behind Jai  Taylor and Dami with a message of support and you could receive a personal reply  just like these ones. Who are you cheering for?	LER	link	36	85.72	99.00	1.79	98.27	12.00	16.67	8.33	5.56	0.00	0.00	0.00	0.00	5.56	0.00	2.78	2.78	0.00	0.00	0.00	0.00	0.00	0.00	5.56	2.78	0.00	0.00	2.78	0.00	0.00	0.00	0.00	0.00	0.00	2.78	0.00
This Saturday  Omar and JTR from The X Factor - Australia will be performing at Eltham Macca’s in Melbourne  CNR Bolton and Bridge St! Get down there from 7am to see the boys and have your shot at 5mins of fame on Weekend Sunrise.   If you want the next X Factor concert to be at your local Macca’s  enter now! Be quick - there’s only one day left to enter…	LER	link	68	87.47	81.12	66.34	25.77	17.00	10.29	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	2.94	2.94	1.47	0.00	1.47	1.47	1.47	0.00	4.41	0.00	0.00	2.94	1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.94
A huge congratulations to Nicole Thornton  the Aussie crew member from the Voice of McDonald's competition  who is through to the global finals taking place in Orlando next year!   Well Done Nicole! http://www.voiceofmcdonalds.com/voting/apmea	LER	link	39	99.00	77.92	17.46	73.64	13.00	17.95	2.56	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.13	0.00	12.82	5.13	2.56	5.13	2.56	0.00	0.00	2.56	0.00	2.56	0.00	0.00	5.13
Who tuned in to The X Factor - Australia for Heroes Night this week? Check out the behind the scenes action here…	LER	link	21	99.00	68.29	89.63	95.81	10.50	4.76	4.76	4.76	0.00	0.00	0.00	0.00	4.76	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00
Enter now to win your own X Factor concert at your local Macca's!	LER	link	13	82.00	99.00	94.81	99.00	13.00	7.69	7.69	7.69	0.00	0.00	0.00	0.00	7.69	0.00	7.69	0.00	0.00	0.00	0.00	0.00	7.69	0.00	7.69	0.00	7.69	7.69	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69
Think you can better this Big Mac Chant weekly winner who took home a $500 travel voucher and is in the running for an epic overseas trip with 6 friends? Let's see it!	LER	link	33	84.89	96.52	51.41	99.00	16.50	12.12	6.06	6.06	0.00	0.00	0.00	0.00	3.03	3.03	0.00	0.00	0.00	0.00	0.00	3.03	0.00	0.00	18.18	6.06	6.06	6.06	9.09	0.00	0.00	0.00	0.00	0.00	0.00	3.03	3.03
A huge congratulations to Cameron Meyer on a successful Tour de France campaign. As a proud partner of your team back home - Satalyst Giant Racing - we've been willing you to the finish line. You're an inspiration to us all!	LER	photo	39	95.02	99.00	17.46	99.00	13.00	20.51	10.26	7.69	0.00	0.00	0.00	0.00	5.13	2.56	0.00	0.00	0.00	2.56	0.00	0.00	0.00	0.00	23.08	10.26	7.69	5.13	5.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.56
Sign up as a member at www.themaccasplayground.com.au for the chance to give your opinion and win prizes!	LER	link	20	99.00	97.69	3.37	99.00	20.00	10.00	10.00	10.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	20.00	5.00	10.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
Tastiest of all? 	LER	status	3	99.00	50.00	1.00	25.77	3.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00
Best Happy Meal toys ever?	HER	photo	5	51.43	50.00	43.37	99.00	5.00	0.00	40.00	40.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	20.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00
Come and join the Macca's playground! Sign up now for the chance to give us feedback  and tell us what you think.   To join  simply click - www.themaccasplayground.com.au. Cash prizes given out every week to our members!	LER	link	39	89.98	99.00	17.46	73.64	9.75	10.26	2.56	2.56	0.00	0.00	0.00	0.00	7.69	2.56	0.00	0.00	2.56	2.56	0.00	0.00	2.56	0.00	23.08	15.38	2.56	5.13	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.13
Come and join the Macca's playground! Sign up now for the chance to give us feedback  and tell us what you think.   To join  simply click - www.themaccasplayground.com.au. Cash prizes given out every week to our members!	LER	link	39	89.98	99.00	17.46	73.64	9.75	10.26	2.56	2.56	0.00	0.00	0.00	0.00	7.69	2.56	0.00	0.00	2.56	2.56	0.00	0.00	2.56	0.00	23.08	15.38	2.56	5.13	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.13
Meet Carl 'Wazza' Thompson. He 'wazza' Chicken before he changed his name...  See more stories on 'Meet the Chickens' at: http://tinyurl.com/bg6twop	LER	video	26	95.89	98.93	1.00	25.77	8.67	26.92	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	3.85	0.00	0.00	0.00	0.00	3.85	0.00	0.00	3.85	3.85	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00
Which McDonald's character is your favourite? 	LER	status	6	1.80	99.00	1.00	99.00	6.00	50.00	16.67	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00
Are you a New Yorker  Texan or Californian when it comes to our Tastes of America Range?	LER	video	17	41.45	96.11	66.34	25.77	17.00	11.76	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00
Footy season is upon us! And here at Macca’s we've renewed our commitment to junior footy in South Australia by extending our sponsorship of the SANFL’s development programs.   For more info  check out - http://www.sanfl.com.au/game_development/	LER	photo	41	94.93	98.52	25.63	25.77	13.67	19.51	0.00	0.00	0.00	0.00	0.00	0.00	4.88	2.44	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	14.63	12.20	0.00	2.44	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	2.44
Meet Stuart  he's a QLD beef farmer who supplies to Macca's. He's passionate about the environment and he's doing some pretty cool stuff  check it out… http://www.target100.com.au/Farmer-stories/Stuart-Barrett	LER	link	36	53.02	95.20	1.00	99.00	18.00	16.67	8.33	8.33	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	2.78	2.78	2.78	0.00	0.00	0.00	0.00	0.00	2.78	2.78	0.00	0.00	0.00	0.00
McDonald’s are proud to support the Newcastle Knights. With just one week left until the season kicks off  show your support and become a red and blue! For more information  visit https://memberdesq.imgstg.com/index.cfm?fuseaction=main&OrgID=8106	LER	photo	42	94.88	88.30	37.24	99.00	14.00	19.05	7.14	7.14	0.00	0.00	0.00	0.00	4.76	4.76	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	4.76	2.38	2.38	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	2.38	2.38
The 2013 Victorian Ride for Sick Kids team is gearing up to cycle over 700km this May  all in aid of RMHC’s programs in Victoria! Check out the details and support seriously ill children and their families by donating at www.rideforsickkids.com.au	LER	photo	44	98.82	87.21	31.94	3.73	22.00	25.00	6.82	2.27	4.55	0.00	0.00	0.00	4.55	0.00	0.00	0.00	2.27	2.27	0.00	0.00	0.00	0.00	15.91	4.55	6.82	11.36	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.27
What would Mr Monopoly (aka the guy with the cane  moustache and the top hat) choose?	LER	status	16	97.17	89.42	1.00	25.77	16.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	12.50	6.25	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	18.75	0.00	6.25	18.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00
The 1D World Road Trip stopping at McDonald’s Wagga Wagga on 27 January 2013!	LER	photo	14	99.00	50.00	99.00	25.77	14.00	21.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	7.14
The best new Aussie Day item is...	LER	status	7	92.84	50.00	89.63	99.00	7.00	0.00	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	14.29	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Remember to tell us your Aussie Passion for your chance to win a year's worth of concert experiences. That's right  a WHOLE year!	LER	link	23	96.18	99.00	9.25	99.00	11.50	17.39	8.70	8.70	0.00	0.00	0.00	0.00	8.70	4.35	0.00	0.00	4.35	0.00	0.00	0.00	4.35	0.00	8.70	4.35	4.35	4.35	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35
The 1D World Road Trip stopping at McDonald’s Belconnen on 24 January  McDonald's Erindale on 25 January and McDonald's Dickson on 26 January 2013!	LER	photo	24	99.00	50.00	99.00	25.77	24.00	41.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	4.17
The SA RFSK team are looking for cyclists and support crew to join the 2013 SA Ride for Sick Kids. Come along to the information night this Wednesday 23rd January to find out more.	LER	photo	34	99.00	81.12	66.34	25.77	17.00	17.65	5.88	2.94	2.94	0.00	0.00	0.00	5.88	5.88	0.00	0.00	0.00	0.00	0.00	2.94	0.00	0.00	8.82	8.82	2.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The 1D World Road Trip stopping at McDonald’s Fairy Meadow on 22 January and McDonald's Warrawong on 23 January 2013!	LER	photo	20	99.00	50.00	99.00	25.77	20.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
The 1D World Road Trip stopping at McDonald’s West Gosford on 20 January and McDonald's Wyong on 21 January 2013!	LER	photo	20	99.00	50.00	99.00	25.77	20.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
We're lovin' the Australian Open! Tell us and submit your fave player nickname...	LER	link	13	42.69	99.00	1.40	99.00	6.50	15.38	7.69	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.08	15.38	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69
The 1D World Road Trip stopping at McDonald’s Bathurst on 15 January 2013!	LER	photo	13	99.00	50.00	99.00	25.77	13.00	30.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	7.69
The 1D World Road Trip stopping at McDonald’s Dubbo West on 14 January 2013!	LER	photo	14	99.00	50.00	99.00	25.77	14.00	21.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	7.14
The 1D World Road Trip stopping at McDonald’s Tamworth South on 13 January 2013!	LER	photo	14	99.00	50.00	99.00	25.77	14.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	7.14
What’s your top score on our game “Do the Macca’s Run”?   Have any of you managed to complete it with your 100 fries still in the box?  Play it now and get your name on the leader board top ten! http://tinyurl.com/dya3pjm  *NOT COMPATIBLE WITH MOBILE DEVICES*	LER	photo	50	77.33	98.54	30.86	63.69	12.50	12.00	2.00	2.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00	0.00	16.00	4.00	6.00	8.00	4.00	0.00	0.00	2.00	0.00	0.00	0.00	4.00	2.00
The 1D World Road Trip stopping at McDonald’s Booval on 1 January 2013!	LER	photo	13	99.00	50.00	99.00	25.77	13.00	23.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	7.69
The 1D World Road Trip stopping at McDonald’s Toowoomba on 31 December 2012!	LER	photo	13	99.00	50.00	99.00	25.77	13.00	30.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	7.69
The 1D World Road Trip stopping at Sunshine Coast McDonald’s Minyama on 28 December 2012  McDonald’s Currimundi on 29 December 2012 and McDonald’s Coolum on 30 December 2012!	LER	photo	28	99.00	50.00	99.00	87.20	28.00	35.71	3.57	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57	0.00	0.00	3.57	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	3.57
The 1D World Road Trip stopping at McDonald’s Hervey Bay on 23 December 2012!	LER	photo	14	99.00	50.00	99.00	25.77	14.00	21.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	7.14
The 1D World Road Trip stopping at McDonald’s Bundaberg West on 22 December 2012!	LER	photo	14	99.00	50.00	99.00	25.77	14.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	7.14
The 1D World Road Trip stopping at McDonald’s Rockhampton on 21 December 2012!	LER	photo	13	99.00	50.00	99.00	25.77	13.00	30.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	7.69
The 1D World Road Trip stopping at McDonald’s Mackay North on 19 December and McDonald’s Mackay Northern Beaches on 20 December 2012!	LER	photo	22	99.00	50.00	99.00	25.77	22.00	31.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	4.55
The 1D World Road Trip stopping at McDonald’s Cannonvale on 18 December 2012!	LER	photo	13	99.00	50.00	99.00	25.77	13.00	30.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	7.69
Challenge your mates to our new Facebook game - DO THE MACCA'S RUN - and see if you can beat the current leader with 560 000 points!	LER	link	25	72.80	99.00	6.70	91.14	25.00	12.00	4.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	4.00	4.00	0.00	4.00	4.00	0.00	0.00	28.00	16.00	12.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
What's your fave newbie?	LER	status	4	1.00	99.00	1.00	99.00	4.00	0.00	25.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00
Which one of these tasty treats would make your Thursday evening complete?	LER	status	12	37.39	95.20	1.79	25.77	12.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	8.33	8.33	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00
So what gets your vote...?	LER	status	5	1.00	99.00	1.00	25.77	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00
Curtain call! Tomorrow is your last chance to help Johnny Ruffo write his serious new song and win a @The X-Factor Australia VIP experience. Enter here…	LER	link	27	82.52	96.78	4.97	25.77	9.00	18.52	7.41	3.70	3.70	0.00	0.00	0.00	7.41	0.00	3.70	0.00	3.70	0.00	0.00	0.00	3.70	0.00	11.11	3.70	3.70	11.11	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70
What's your fave McFlurry flavour?	LER	status	5	1.00	99.00	1.00	99.00	5.00	40.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00
What gets your vote as the most serious ingredient in our Serious Lamb Burger?	LER	status	14	83.00	99.00	1.06	1.00	14.00	21.43	14.29	0.00	14.29	0.00	0.00	0.00	7.14	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	14.29	7.14	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00
Which of our 'cool' new treats gets your vote?	LER	status	9	45.11	99.00	4.97	99.00	9.00	0.00	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	22.22	11.11	0.00	0.00	11.11	0.00	0.00	0.00	11.11	0.00	0.00	11.11	0.00
It’s the last day to create your social playlist and win a 12 month Spotify Premium account for you and 9 friends! Check it out here…	LER	link	26	73.90	98.93	17.46	99.00	13.00	19.23	7.69	7.69	0.00	0.00	0.00	0.00	3.85	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.38	7.69	7.69	3.85	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85
It's time...to get serious!	LER	link	5	51.43	50.00	43.37	1.00	5.00	20.00	20.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00
What’s been your fave Aussie gold medal moment so far?	LER	status	10	1.00	97.69	43.37	99.00	10.00	0.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00
How many songs have you got on your ultimate playlist?! Start one or add more friends to yours here to win a Spotify Premium account…	LER	link	25	62.61	99.00	6.70	91.14	12.50	24.00	4.00	4.00	0.00	0.00	0.00	0.00	8.00	0.00	4.00	0.00	4.00	0.00	4.00	0.00	4.00	0.00	16.00	4.00	4.00	4.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	4.00
Which Flavour of the Games item would you give the gold medal to?	LER	status	13	97.77	99.00	1.00	25.77	13.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	15.38	7.69	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00
Who's enjoying Spotify? Just select your fave track and you and 9 mates could win a 12 month Spotify Premium account! Get started here...	LER	link	24	26.80	99.00	1.00	99.00	8.00	25.00	12.50	12.50	0.00	0.00	0.00	0.00	4.17	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	12.50	4.17	4.17	4.17	8.33	0.00	0.00	0.00	0.00	0.00	0.00	4.17	4.17
Fancy winning a 12 month Spotify Premium account for you and 9 mates? Start your social playlist now…	LER	link	18	74.89	99.00	23.51	98.27	9.00	27.78	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	11.11	5.56	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00
Want to hear from the mums of some of our Olympic heroes?	LER	link	12	99.00	99.00	1.00	99.00	12.00	8.33	8.33	8.33	0.00	0.00	0.00	0.00	16.67	0.00	0.00	8.33	8.33	0.00	0.00	0.00	8.33	0.00	8.33	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00
Who do you think would win a 100m sprint?	LER	status	9	17.96	99.00	4.97	99.00	9.00	0.00	11.11	11.11	0.00	0.00	0.00	0.00	22.22	11.11	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	11.11	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00
Congratulations to our 5 Champions of Play winners who are heading to the London 2012 Olympic Games!	LER	link	17	97.02	99.00	1.00	99.00	17.00	29.41	17.65	17.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.53	11.76	11.76	11.76	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88
Know a 6-14 year old who is a star in the making? Tell them to enter this comp for a chance to attend the London 2012 Olympics as the McDonald's Champion of Play Reporter!	LER	link	35	99.00	80.42	26.00	98.56	17.50	11.43	5.71	5.71	0.00	0.00	0.00	0.00	8.57	2.86	2.86	0.00	2.86	0.00	0.00	0.00	0.00	0.00	2.86	0.00	2.86	2.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.86	2.86
Stacks on! What's your favourite layer in the Sydney Stack?	LER	status	10	92.84	97.69	43.37	99.00	5.00	10.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	10.00
To all our Macca's parents...there's only one day left for your 6-14 year old to enter the Champions of Play competition. A once in a lifetime trip to the London 2012 Olympic Games is up for grabs...	LER	link	39	99.00	93.79	78.04	97.19	19.50	12.82	5.13	5.13	0.00	0.00	0.00	0.00	2.56	0.00	0.00	0.00	0.00	2.56	0.00	0.00	0.00	2.56	15.38	7.69	5.13	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
'DMACNCR164' is top of the Big Mac Farm Challenge leader board with 6691 points. Who thinks they've got what it takes to steal the limelight? 	LER	link	26	88.28	87.57	5.76	25.77	13.00	11.54	7.69	3.85	3.85	0.00	0.00	0.00	3.85	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.92	0.00	11.54	11.54	11.54	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00
You've got $2 left in your pocket and the Loose Change Menu is in front of you  which one will it be?	LER	status	22	31.44	99.00	61.34	25.77	22.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	4.55	4.55	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00
What is your fave Loose Change menu item?	LER	status	8	11.24	99.00	7.84	99.00	8.00	0.00	12.50	12.50	0.00	0.00	0.00	0.00	12.50	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00
Which BLT team are you on?	LER	status	6	17.96	99.00	23.51	25.77	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	16.67	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00
Favourite place to eat Macca's?	LER	status	5	99.00	50.00	43.37	99.00	5.00	20.00	20.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00
If you were on a 'dessert' island  which one would you want?	LER	status	13	23.17	98.93	1.00	25.77	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.08	0.00	0.00	23.08	7.69	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00
What do you miss most?	LER	status	5	1.00	99.00	1.00	1.00	5.00	0.00	20.00	0.00	20.00	0.00	0.00	20.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00
